date,cn_interest_rate,uk_interest_rate,cn_exports,cn_imports,cn_trade_balance,uk_exports,uk_imports,cn_cpi,uk_cpi,cn_inflation,uk_inflation,cn_gdp,uk_gdp,dxy,gold_volatility,oil_volatility,cn_share_price,uk_share_price
2016/3/22,2.9,0.5,1.72129E+11,1.26096E+11,46033330000,23227830000,33394509999.999996,102.2,100.4,2.00000182191943,1.0084173681141,11456024084962.0,2706807606538.73,110.7877,17.62,44.12,78.69484,93.30228
2016/3/23,2.9,0.5,1.72129E+11,1.26096E+11,46033330000,23227830000,33394509999.999996,102.2,100.4,2.00000182191943,1.0084173681141,11456024084962.0,2706807606538.73,111.5473,18,44.58,78.69484,93.30228
2016/3/24,2.9,0.5,1.72129E+11,1.26096E+11,46033330000,23227830000,33394509999.999996,102.2,100.4,2.00000182191943,1.0084173681141,11456024084962.0,2706807606538.73,111.816,18.09,44.96,78.69484,93.30228
2016/3/25,2.9,0.5,1.72129E+11,1.26096E+11,46033330000,23227830000,33394509999.999996,102.2,100.4,2.00000182191943,1.0084173681141,11456024084962.0,2706807606538.73,111.7698,18.09,44.96,78.69484,93.30228
2016/3/26,2.9,0.5,1.72129E+11,1.26096E+11,46033330000,23227830000,33394509999.999996,102.2,100.4,2.00000182191943,1.0084173681141,11456024084962.0,2706807606538.73,111.7698,18.09,44.96,78.69484,93.30228
2016/3/27,2.9,0.5,1.72129E+11,1.26096E+11,46033330000,23227830000,33394509999.999996,102.2,100.4,2.00000182191943,1.0084173681141,11456024084962.0,2706807606538.73,111.7698,18.09,44.96,78.69484,93.30228
2016/3/28,2.9,0.5,1.72129E+11,1.26096E+11,46033330000,23227830000,33394509999.999996,102.2,100.4,2.00000182191943,1.0084173681141,11456024084962.0,2706807606538.73,111.3578,17.53,45.98,78.69484,93.30228
2016/3/29,2.9,0.5,1.72129E+11,1.26096E+11,46033330000,23227830000,33394509999.999996,102.2,100.4,2.00000182191943,1.0084173681141,11456024084962.0,2706807606538.73,111.3736,19.52,46.63,78.69484,93.30228
2016/3/30,2.9,0.5,1.72129E+11,1.26096E+11,46033330000,23227830000,33394509999.999996,102.2,100.4,2.00000182191943,1.0084173681141,11456024084962.0,2706807606538.73,110.2301,18.58,46.38,78.69484,93.30228
2016/3/31,2.9,0.5,1.72129E+11,1.26096E+11,46033330000,23227830000,33394509999.999996,102.2,100.4,2.00000182191943,1.0084173681141,11456024084962.0,2706807606538.73,109.9191,18.45,45.91,78.69484,93.30228
2016/4/1,2.9,0.5,1.73102E+11,1.29603E+11,43498170000,24298770000,35007480000,102,100.6,2.00000182191943,1.0084173681141,11456024084962.0,2706807606538.73,110.2977,18.04,47.76,81.31035,95.1037
2016/4/2,2.9,0.5,1.73102E+11,1.29603E+11,43498170000,24298770000,35007480000,102,100.6,2.00000182191943,1.0084173681141,11456024084962.0,2706807606538.73,110.2977,18.04,47.76,81.31035,95.1037
2016/4/3,2.9,0.5,1.73102E+11,1.29603E+11,43498170000,24298770000,35007480000,102,100.6,2.00000182191943,1.0084173681141,11456024084962.0,2706807606538.73,110.2977,18.04,47.76,81.31035,95.1037
2016/4/4,2.9,0.5,1.73102E+11,1.29603E+11,43498170000,24298770000,35007480000,102,100.6,2.00000182191943,1.0084173681141,11456024084962.0,2706807606538.73,110.3987,17.95,50.89,81.31035,95.1037
2016/4/5,2.9,0.5,1.73102E+11,1.29603E+11,43498170000,24298770000,35007480000,102,100.6,2.00000182191943,1.0084173681141,11456024084962.0,2706807606538.73,110.9478,18.16,50.16,81.31035,95.1037
2016/4/6,2.9,0.5,1.73102E+11,1.29603E+11,43498170000,24298770000,35007480000,102,100.6,2.00000182191943,1.0084173681141,11456024084962.0,2706807606538.73,110.5347,17.82,46.16,81.31035,95.1037
2016/4/7,2.9,0.5,1.73102E+11,1.29603E+11,43498170000,24298770000,35007480000,102,100.6,2.00000182191943,1.0084173681141,11456024084962.0,2706807606538.73,110.8876,19.32,46.5,81.31035,95.1037
2016/4/8,2.9,0.5,1.73102E+11,1.29603E+11,43498170000,24298770000,35007480000,102,100.6,2.00000182191943,1.0084173681141,11456024084962.0,2706807606538.73,110.4213,18.74,47.42,81.31035,95.1037
2016/4/9,2.9,0.5,1.73102E+11,1.29603E+11,43498170000,24298770000,35007480000,102,100.6,2.00000182191943,1.0084173681141,11456024084962.0,2706807606538.73,110.4213,18.74,47.42,81.31035,95.1037
2016/4/10,2.9,0.5,1.73102E+11,1.29603E+11,43498170000,24298770000,35007480000,102,100.6,2.00000182191943,1.0084173681141,11456024084962.0,2706807606538.73,110.4213,18.74,47.42,81.31035,95.1037
2016/4/11,2.9,0.5,1.73102E+11,1.29603E+11,43498170000,24298770000,35007480000,102,100.6,2.00000182191943,1.0084173681141,11456024084962.0,2706807606538.73,109.9758,19.58,49.04,81.31035,95.1037
2016/4/12,2.9,0.5,1.73102E+11,1.29603E+11,43498170000,24298770000,35007480000,102,100.6,2.00000182191943,1.0084173681141,11456024084962.0,2706807606538.73,109.816,19.09,48.78,81.31035,95.1037
2016/4/13,2.9,0.5,1.73102E+11,1.29603E+11,43498170000,24298770000,35007480000,102,100.6,2.00000182191943,1.0084173681141,11456024084962.0,2706807606538.73,110.1436,17.96,48.79,81.31035,95.1037
2016/4/14,2.9,0.5,1.73102E+11,1.29603E+11,43498170000,24298770000,35007480000,102,100.6,2.00000182191943,1.0084173681141,11456024084962.0,2706807606538.73,110.1691,17.83,46.37,81.31035,95.1037
2016/4/15,2.9,0.5,1.73102E+11,1.29603E+11,43498170000,24298770000,35007480000,102,100.6,2.00000182191943,1.0084173681141,11456024084962.0,2706807606538.73,110.1933,17.41,51.27,81.31035,95.1037
2016/4/16,2.9,0.5,1.73102E+11,1.29603E+11,43498170000,24298770000,35007480000,102,100.6,2.00000182191943,1.0084173681141,11456024084962.0,2706807606538.73,110.1933,17.41,51.27,81.31035,95.1037
2016/4/17,2.9,0.5,1.73102E+11,1.29603E+11,43498170000,24298770000,35007480000,102,100.6,2.00000182191943,1.0084173681141,11456024084962.0,2706807606538.73,110.1933,17.41,51.27,81.31035,95.1037
2016/4/18,2.9,0.5,1.73102E+11,1.29603E+11,43498170000,24298770000,35007480000,102,100.6,2.00000182191943,1.0084173681141,11456024084962.0,2706807606538.73,109.9892,17.3,46.45,81.31035,95.1037
2016/4/19,2.9,0.5,1.73102E+11,1.29603E+11,43498170000,24298770000,35007480000,102,100.6,2.00000182191943,1.0084173681141,11456024084962.0,2706807606538.73,109.2782,17.42,43.93,81.31035,95.1037
2016/4/20,2.9,0.5,1.73102E+11,1.29603E+11,43498170000,24298770000,35007480000,102,100.6,2.00000182191943,1.0084173681141,11456024084962.0,2706807606538.73,109.3926,16.69,43.67,81.31035,95.1037
2016/4/21,2.9,0.5,1.73102E+11,1.29603E+11,43498170000,24298770000,35007480000,102,100.6,2.00000182191943,1.0084173681141,11456024084962.0,2706807606538.73,109.8533,17.9,43.76,81.31035,95.1037
2016/4/22,2.9,0.5,1.73102E+11,1.29603E+11,43498170000,24298770000,35007480000,102,100.6,2.00000182191943,1.0084173681141,11456024084962.0,2706807606538.73,110.2331,17.21,41.97,81.31035,95.1037
2016/4/23,2.9,0.5,1.73102E+11,1.29603E+11,43498170000,24298770000,35007480000,102,100.6,2.00000182191943,1.0084173681141,11456024084962.0,2706807606538.73,110.2331,17.21,41.97,81.31035,95.1037
2016/4/24,2.9,0.5,1.73102E+11,1.29603E+11,43498170000,24298770000,35007480000,102,100.6,2.00000182191943,1.0084173681141,11456024084962.0,2706807606538.73,110.2331,17.21,41.97,81.31035,95.1037
2016/4/25,2.9,0.5,1.73102E+11,1.29603E+11,43498170000,24298770000,35007480000,102,100.6,2.00000182191943,1.0084173681141,11456024084962.0,2706807606538.73,110.1865,17.66,44.24,81.31035,95.1037
2016/4/26,2.9,0.5,1.73102E+11,1.29603E+11,43498170000,24298770000,35007480000,102,100.6,2.00000182191943,1.0084173681141,11456024084962.0,2706807606538.73,109.7496,17.43,43.51,81.31035,95.1037
2016/4/27,2.9,0.5,1.73102E+11,1.29603E+11,43498170000,24298770000,35007480000,102,100.6,2.00000182191943,1.0084173681141,11456024084962.0,2706807606538.73,109.8483,16.43,43.64,81.31035,95.1037
2016/4/28,2.9,0.5,1.73102E+11,1.29603E+11,43498170000,24298770000,35007480000,102,100.6,2.00000182191943,1.0084173681141,11456024084962.0,2706807606538.73,109.2148,17.9,42.84,81.31035,95.1037
2016/4/29,2.9,0.5,1.73102E+11,1.29603E+11,43498170000,24298770000,35007480000,102,100.6,2.00000182191943,1.0084173681141,11456024084962.0,2706807606538.73,108.8274,20.23,42.52,81.31035,95.1037
2016/4/30,2.9,0.5,1.73102E+11,1.29603E+11,43498170000,24298770000,35007480000,102,100.6,2.00000182191943,1.0084173681141,11456024084962.0,2706807606538.73,108.8274,20.23,42.52,81.31035,95.1037
2016/5/1,2.9,0.5,1.73796E+11,1.33469E+11,40326920000,23521920000,33561670000,101.6,100.8,2.00000182191943,1.0084173681141,11456024084962.0,2706807606538.73,108.8274,20.23,42.52,77.47234,93.60706
2016/5/2,2.9,0.5,1.73796E+11,1.33469E+11,40326920000,23521920000,33561670000,101.6,100.8,2.00000182191943,1.0084173681141,11456024084962.0,2706807606538.73,108.671,19.29,45.15,77.47234,93.60706
2016/5/3,2.9,0.5,1.73796E+11,1.33469E+11,40326920000,23521920000,33561670000,101.6,100.8,2.00000182191943,1.0084173681141,11456024084962.0,2706807606538.73,109.3613,18.7,45.78,77.47234,93.60706
2016/5/4,2.9,0.5,1.73796E+11,1.33469E+11,40326920000,23521920000,33561670000,101.6,100.8,2.00000182191943,1.0084173681141,11456024084962.0,2706807606538.73,109.9952,19.47,44.76,77.47234,93.60706
